,label,prediced_label,model correct
0,0,20,False
1,0,37,False
2,0,37,False
3,0,37,False
4,0,37,False
5,0,37,False
6,0,37,False
7,0,37,False
8,0,0,True
9,0,8,False
10,0,0,True
11,0,12,False
12,0,0,True
13,0,37,False
14,0,37,False
15,0,37,False
16,0,37,False
17,0,37,False
18,0,34,False
19,0,37,False
20,1,1,True
21,1,82,False
22,1,82,False
23,1,1,True
24,1,82,False
25,1,82,False
26,1,1,True
27,1,1,True
28,1,1,True
29,1,1,True
30,1,1,True
31,1,82,False
32,1,82,False
33,1,82,False
34,1,1,True
35,1,1,True
36,1,1,True
37,1,1,True
38,1,82,False
39,1,31,False
40,1,1,True
41,1,82,False
42,1,1,True
43,2,2,True
44,2,2,True
45,2,59,False
46,2,59,False
47,2,22,False
48,2,59,False
49,2,2,True
50,2,22,False
51,2,59,False
52,2,59,False
53,2,2,True
54,2,2,True
55,2,2,True
56,2,22,False
57,2,46,False
58,2,59,False
59,2,59,False
60,2,2,True
61,2,2,True
62,2,59,False
63,2,2,True
64,2,2,True
65,2,95,False
66,2,22,False
67,2,59,False
68,2,2,True
69,2,60,False
70,2,2,True
71,2,59,False
72,2,2,True
73,2,2,True
74,2,2,True
75,2,2,True
76,2,2,True
77,2,2,True
78,2,2,True
79,2,2,True
80,2,2,True
81,2,2,True
82,2,2,True
83,2,95,False
84,2,59,False
85,2,59,False
86,2,32,False
87,2,46,False
88,2,2,True
89,2,2,True
90,2,2,True
91,2,46,False
92,2,22,False
93,2,2,True
94,2,59,False
95,2,32,False
96,2,2,True
97,2,2,True
98,2,2,True
99,2,2,True
100,2,59,False
101,2,46,False
102,2,2,True
103,2,59,False
104,2,59,False
105,2,59,False
106,2,22,False
107,2,2,True
108,2,2,True
109,2,2,True
110,2,2,True
111,2,59,False
112,2,2,True
113,2,2,True
114,2,59,False
115,2,46,False
116,2,59,False
117,2,59,False
118,2,2,True
119,2,2,True
120,2,2,True
121,2,2,True
122,2,2,True
123,2,95,False
124,2,59,False
125,2,46,False
126,2,2,True
127,2,59,False
128,3,29,False
129,3,3,True
130,3,29,False
131,3,76,False
132,3,54,False
133,3,82,False
134,3,55,False
135,3,82,False
136,3,29,False
137,3,29,False
138,3,82,False
139,3,3,True
140,3,96,False
141,3,29,False
142,3,82,False
143,3,29,False
144,3,29,False
145,3,29,False
146,3,3,True
147,3,54,False
148,3,29,False
149,3,29,False
150,3,29,False
